id,breed
18321,german shepherd
6260,bull mastiff
4829,entlebucher
23410,afghan hound
17514,irish water spaniel
13504,shetland sheepdog
21781,dhole
18139,dandie dinmont
13677,english setter
10935,labrador retriever
6039,sealyham terrier
4541,dingo
5140,great dane
937,standard poodle
12606,whippet
7322,leonberg
4000,japanese spaniel
5802,redbone
22349,affenpinscher
2910,irish terrier
4842,entlebucher
19706,english foxhound
20953,siberian husky
19476,tibetan mastiff
19493,tibetan mastiff
6746,beagle
14921,boxer
10217,norwegian elkhound
2444,black-and-tan coonhound
18136,dandie dinmont
10325,french bulldog
14721,lakeland terrier
10829,komondor
8348,yorkshire terrier
678,west highland white terrier
14706,lakeland terrier
9224,blenheim spaniel
21967,brittany spaniel
7768,norwich terrier
19083,curly-coated retriever
15650,african hunting dog
15595,great pyrenees
19212,curly-coated retriever
11306,malamute
1309,bluetick
15480,great pyrenees
12133,shih-tzu
12640,whippet
10538,pug
15245,collie
22783,otterhound
9504,cocker spaniel
12431,saluki
22344,affenpinscher
7133,appenzeller
1773,staffordshire bullterrier
13670,english setter
11987,cairn
22614,otterhound
11991,cairn
17471,borzoi
16738,pomeranian
14795,boxer
13942,malinois
1,english springer
1097,kelpie
4583,dingo
8410,bedlington terrier
7521,chihuahua
698,west highland white terrier
15561,great pyrenees
5206,great dane
16848,airedale
19797,english foxhound
4527,dingo
2699,briard
12165,shih-tzu
15158,boxer
12845,border terrier
6661,beagle
21899,brittany spaniel
18402,german shepherd
17257,chow
2959,irish terrier
17087,wire-haired fox terrier
10479,french bulldog
18294,german shepherd
16406,miniature poodle
2051,tibetan terrier
2369,black-and-tan coonhound
14391,clumber
16986,wire-haired fox terrier
9155,blenheim spaniel
12535,whippet
23137,schipperke
11527,pekinese
4030,japanese spaniel
14966,boxer
15596,great pyrenees
19794,english foxhound
12375,saluki
15187,boxer
17328,borzoi
14393,clumber
3055,irish terrier
151,english springer
6402,bull mastiff
22723,otterhound
15617,african hunting dog
10907,labrador retriever
5426,groenendael
16952,wire-haired fox terrier
19277,border collie
2423,black-and-tan coonhound
813,standard poodle
11069,labrador retriever
17324,borzoi
17380,borzoi
9338,cocker spaniel
21369,gordon setter
11184,standard schnauzer
3862,miniature pinscher
18567,miniature schnauzer
18800,brabancon griffon
13766,english setter
14067,silky terrier
22006,brittany spaniel
10778,komondor
1833,staffordshire bullterrier
17971,welsh springer spaniel
1363,basset
16046,greater swiss mountain dog
14184,silky terrier
1629,mexican hairless
20165,rhodesian ridgeback
3963,japanese spaniel
2213,papillon
8176,giant schnauzer
7403,chihuahua
16646,pomeranian
13381,samoyed
22287,affenpinscher
6875,weimaraner
11107,standard schnauzer
21152,bloodhound
15731,african hunting dog
2305,papillon
23553,afghan hound
7604,norwich terrier
5481,toy terrier
15492,great pyrenees
15908,toy poodle
13978,malinois
11912,cairn
973,kelpie
10593,pug
10365,french bulldog
6351,bull mastiff
22859,kuvasz
20923,siberian husky
9023,cardigan
5703,redbone
11619,pekinese
14884,boxer
67,english springer
5627,toy terrier
11013,labrador retriever
4392,italian greyhound
13654,english setter
11585,pekinese
21883,brittany spaniel
5786,redbone
12339,saluki
17737,irish setter
9016,cardigan
7141,appenzeller
13819,english setter
21600,newfoundland
6033,sealyham terrier
20640,kerry blue terrier
19045,golden retriever
5996,sealyham terrier
7243,leonberg
840,standard poodle
16878,airedale
5501,toy terrier
21310,gordon setter
13612,shetland sheepdog
4934,sussex spaniel
8857,walker hound
10789,komondor
2133,papillon
9114,cardigan
16100,greater swiss mountain dog
10246,norwegian elkhound
21511,newfoundland
9875,scotch terrier
1762,staffordshire bullterrier
8753,keeshond
1907,staffordshire bullterrier
13748,english setter
145,english springer
7946,german short-haired pointer
22173,ibizan hound
1523,basset
9176,blenheim spaniel
20823,siberian husky
619,west highland white terrier
10751,komondor
20438,maltese dog
8630,keeshond
8927,walker hound
19252,curly-coated retriever
16123,greater swiss mountain dog
9628,scottish deerhound
19389,border collie
14038,silky terrier
16384,miniature poodle
20466,maltese dog
6976,weimaraner
18841,brabancon griffon
14494,old english sheepdog
15459,great pyrenees
11305,malamute
22191,ibizan hound
18923,golden retriever
6836,beagle
19153,curly-coated retriever
19308,border collie
22311,affenpinscher
496,flat-coated retriever
8078,giant schnauzer
22288,affenpinscher
11449,malamute
23348,pembroke
8761,keeshond
15898,toy poodle
16751,airedale
3794,miniature pinscher
19830,english foxhound
10174,norwegian elkhound
12914,eskimo dog
21502,newfoundland
19578,tibetan mastiff
23133,schipperke
9262,blenheim spaniel
15829,toy poodle
14543,old english sheepdog
6437,bull mastiff
16888,airedale
17540,irish water spaniel
9728,scotch terrier
6918,weimaraner
10973,labrador retriever
21174,bloodhound
8460,bedlington terrier
10189,norwegian elkhound
8633,keeshond
9716,scottish deerhound
19028,golden retriever
19752,english foxhound
21773,dhole
18962,golden retriever
12780,border terrier
8651,keeshond
700,west highland white terrier
18594,miniature schnauzer
9847,scotch terrier
11844,irish wolfhound
4904,sussex spaniel
12463,saluki
18818,brabancon griffon
15023,boxer
18445,german shepherd
7746,norwich terrier
13244,samoyed
14160,silky terrier
6359,bull mastiff
11808,irish wolfhound
8938,cardigan
20532,maltese dog
15346,collie
10486,french bulldog
10811,komondor
12521,whippet
797,standard poodle
12120,shih-tzu
1179,bluetick
15210,collie
16604,pomeranian
18640,miniature schnauzer
1950,tibetan terrier
17154,chow
14254,clumber
2602,briard
980,kelpie
9902,scotch terrier
20975,siberian husky
4854,entlebucher
10882,komondor
5514,toy terrier
18774,brabancon griffon
17357,borzoi
7052,appenzeller
17321,borzoi
15505,great pyrenees
21124,bloodhound
12309,saluki
12101,shih-tzu
10840,komondor
7167,appenzeller
1730,mexican hairless
5771,redbone
15131,boxer
2901,boston bull
18864,brabancon griffon
674,west highland white terrier
22492,saint bernard
4791,entlebucher
5583,toy terrier
15900,toy poodle
1797,staffordshire bullterrier
1620,mexican hairless
10231,norwegian elkhound
15302,collie
5637,toy terrier
7541,chihuahua
6687,beagle
2113,tibetan terrier
9430,cocker spaniel
21768,dhole
20046,rhodesian ridgeback
13445,shetland sheepdog
22539,saint bernard
5157,great dane
7951,german short-haired pointer
562,flat-coated retriever
8568,bedlington terrier
8681,keeshond
17460,borzoi
21342,gordon setter
20691,kerry blue terrier
333,bouvier des flandres
2199,papillon
7734,norwich terrier
12813,border terrier
1501,basset
19452,tibetan mastiff
934,standard poodle
22534,saint bernard
8069,giant schnauzer
2427,black-and-tan coonhound
23036,schipperke
20416,australian terrier
20379,australian terrier
7814,german short-haired pointer
9946,rottweiler
5390,groenendael
11866,irish wolfhound
8439,bedlington terrier
8296,yorkshire terrier
13953,malinois
8996,cardigan
9870,scotch terrier
1805,staffordshire bullterrier
16493,miniature poodle
12267,shih-tzu
23518,afghan hound
295,bouvier des flandres
11853,irish wolfhound
6628,basenji
14301,clumber
21362,gordon setter
21239,gordon setter
20515,maltese dog
12462,saluki
12487,whippet
12449,saluki
4463,italian greyhound
20529,maltese dog
3025,irish terrier
10079,rottweiler
45,english springer
524,flat-coated retriever
2506,black-and-tan coonhound
19663,english foxhound
2960,irish terrier
5836,redbone
1565,mexican hairless
9058,cardigan
3905,japanese spaniel
4069,japanese spaniel
14659,lakeland terrier
4751,entlebucher
2569,briard
13363,samoyed
9685,scottish deerhound
11950,cairn
15888,toy poodle
16769,airedale
18330,german shepherd
20477,maltese dog
14131,silky terrier
13323,samoyed
5020,sussex spaniel
17144,chow
8696,keeshond
14202,silky terrier
20552,maltese dog
15593,great pyrenees
3211,soft-coated wheaten terrier
19183,curly-coated retriever
9206,blenheim spaniel
11120,standard schnauzer
23429,afghan hound
11152,standard schnauzer
9275,blenheim spaniel
14382,clumber
15712,african hunting dog
6278,bull mastiff
12982,eskimo dog
5584,toy terrier
19884,norfolk terrier
8033,giant schnauzer
22486,saint bernard
3596,bernese mountain dog
2826,boston bull
9928,rottweiler
15884,toy poodle
18106,dandie dinmont
21007,siberian husky
16518,miniature poodle
6192,doberman
6236,doberman
7709,norwich terrier
16078,greater swiss mountain dog
17212,chow
13113,chesapeake bay retriever
3790,miniature pinscher
12857,eskimo dog
1397,basset
17629,irish water spaniel
4132,lhasa
17372,borzoi
19084,curly-coated retriever
2058,tibetan terrier
5430,groenendael
12293,saluki
3672,bernese mountain dog
9109,cardigan
21630,dhole
8742,keeshond
12326,saluki
22612,otterhound
9146,blenheim spaniel
1904,staffordshire bullterrier
21498,newfoundland
18450,german shepherd
10010,rottweiler
11618,pekinese
2612,briard
23191,pembroke
11955,cairn
5888,sealyham terrier
10199,norwegian elkhound
20524,maltese dog
6748,beagle
15293,collie
8453,bedlington terrier
4597,dingo
1804,staffordshire bullterrier
15599,african hunting dog
10515,pug
18038,welsh springer spaniel
20407,australian terrier
17992,welsh springer spaniel
18699,brabancon griffon
4189,lhasa
6252,doberman
20756,kerry blue terrier
11832,irish wolfhound
558,flat-coated retriever
22541,saint bernard
23286,pembroke
6514,basenji
21774,dhole
1656,mexican hairless
14025,silky terrier
15745,african hunting dog
20896,siberian husky
20235,australian terrier
16374,miniature poodle
11918,cairn
833,standard poodle
132,english springer
2762,boston bull
12566,whippet
1290,bluetick
15368,collie
6938,weimaraner
17942,welsh springer spaniel
9483,cocker spaniel
9632,scottish deerhound
10901,labrador retriever
463,flat-coated retriever
4633,dingo
20371,australian terrier
9318,blenheim spaniel
10573,pug
12148,shih-tzu
2668,briard
15294,collie
16183,american staffordshire terrier
11638,pekinese
15518,great pyrenees
2874,boston bull
15700,african hunting dog
21897,brittany spaniel
13385,samoyed
1198,bluetick
19200,curly-coated retriever
624,west highland white terrier
3875,japanese spaniel
17536,irish water spaniel
13185,chesapeake bay retriever
14991,boxer
13000,eskimo dog
21037,bloodhound
4778,entlebucher
5419,groenendael
10605,pug
19658,english foxhound
7696,norwich terrier
18659,miniature schnauzer
18482,miniature schnauzer
8626,keeshond
18476,miniature schnauzer
3400,vizsla
367,bouvier des flandres
20872,siberian husky
137,english springer
3682,miniature pinscher
6315,bull mastiff
4937,sussex spaniel
7218,appenzeller
14152,silky terrier
12599,whippet
22063,ibizan hound
653,west highland white terrier
19119,curly-coated retriever
8964,cardigan
188,english springer
9763,scotch terrier
6539,basenji
13012,eskimo dog
8649,keeshond
10788,komondor
20121,rhodesian ridgeback
11974,cairn
14699,lakeland terrier
10962,labrador retriever
3381,vizsla
11998,cairn
1162,bluetick
11731,irish wolfhound
39,english springer
18545,miniature schnauzer
16494,miniature poodle
10423,french bulldog
2890,boston bull
1831,staffordshire bullterrier
15855,toy poodle
15358,collie
13881,malinois
13667,english setter
5553,toy terrier
2730,boston bull
5171,great dane
7268,leonberg
6573,basenji
8473,bedlington terrier
20695,kerry blue terrier
11121,standard schnauzer
9284,blenheim spaniel
651,west highland white terrier
8955,cardigan
6378,bull mastiff
21861,brittany spaniel
7252,leonberg
20699,kerry blue terrier
21360,gordon setter
13922,malinois
13440,shetland sheepdog
10603,pug
12543,whippet
8112,giant schnauzer
8399,bedlington terrier
4728,entlebucher
20206,rhodesian ridgeback
6334,bull mastiff
4459,italian greyhound
2384,black-and-tan coonhound
7147,appenzeller
16772,airedale
18812,brabancon griffon
6794,beagle
11496,pekinese
2540,briard
12160,shih-tzu
14722,lakeland terrier
13443,shetland sheepdog
18990,golden retriever
23302,pembroke
17897,welsh springer spaniel
16541,miniature poodle
21050,bloodhound
4085,lhasa
21206,bloodhound
6996,weimaraner
7146,appenzeller
11052,labrador retriever
4383,italian greyhound
14201,silky terrier
10206,norwegian elkhound
21779,dhole
9221,blenheim spaniel
1484,basset
22097,ibizan hound
3956,japanese spaniel
2059,tibetan terrier
19787,english foxhound
14992,boxer
7270,leonberg
14062,silky terrier
19745,english foxhound
20172,rhodesian ridgeback
20314,australian terrier
23098,schipperke
16443,miniature poodle
23537,afghan hound
3528,bernese mountain dog
9725,scotch terrier
17143,chow
13167,chesapeake bay retriever
15365,collie
16132,greater swiss mountain dog
12358,saluki
19560,tibetan mastiff
4618,dingo
9503,cocker spaniel
7507,chihuahua
23,english springer
9839,scotch terrier
15487,great pyrenees
4186,lhasa
4137,lhasa
9638,scottish deerhound
20151,rhodesian ridgeback
19333,border collie
7801,german short-haired pointer
3365,vizsla
4379,italian greyhound
10977,labrador retriever
20963,siberian husky
18949,golden retriever
23018,schipperke
5133,great dane
18945,golden retriever
6802,beagle
4871,entlebucher
17167,chow
12711,border terrier
22987,schipperke
6414,bull mastiff
17601,irish water spaniel
16214,american staffordshire terrier
9113,cardigan
784,standard poodle
6454,basenji
14974,boxer
6166,doberman
21535,newfoundland
8808,walker hound
2362,black-and-tan coonhound
1104,kelpie
11321,malamute
17980,welsh springer spaniel
20611,maltese dog
3356,vizsla
17776,irish setter
11160,standard schnauzer
8704,keeshond
19232,curly-coated retriever
23420,afghan hound
20650,kerry blue terrier
23224,pembroke
5447,groenendael
672,west highland white terrier
12770,border terrier
8728,keeshond
2424,black-and-tan coonhound
11153,standard schnauzer
4025,japanese spaniel
4873,entlebucher
4987,sussex spaniel
17056,wire-haired fox terrier
4890,sussex spaniel
10380,french bulldog
22982,kuvasz
4816,entlebucher
3243,soft-coated wheaten terrier
19638,tibetan mastiff
10575,pug
11582,pekinese
3185,soft-coated wheaten terrier
11263,standard schnauzer
11401,malamute
1547,basset
15896,toy poodle
3008,irish terrier
15443,great pyrenees
19199,curly-coated retriever
2278,papillon
11126,standard schnauzer
10721,komondor
20306,australian terrier
2658,briard
1203,bluetick
18874,golden retriever
13883,malinois
1748,staffordshire bullterrier
20415,australian terrier
11176,standard schnauzer
12198,shih-tzu
7741,norwich terrier
10519,pug
8297,yorkshire terrier
11579,pekinese
4616,dingo
18663,miniature schnauzer
6431,bull mastiff
8206,yorkshire terrier
14215,clumber
2513,black-and-tan coonhound
23351,pembroke
6952,weimaraner
14914,boxer
20442,maltese dog
14552,old english sheepdog
15112,boxer
18963,golden retriever
13691,english setter
20690,kerry blue terrier
21738,dhole
10569,pug
8304,yorkshire terrier
8494,bedlington terrier
3137,soft-coated wheaten terrier
3383,vizsla
16175,american staffordshire terrier
7772,norwich terrier
21047,bloodhound
13402,samoyed
20544,maltese dog
20441,maltese dog
15477,great pyrenees
23215,pembroke
10263,norwegian elkhound
22313,affenpinscher
4088,lhasa
9294,blenheim spaniel
9415,cocker spaniel
3783,miniature pinscher
17617,irish water spaniel
12856,eskimo dog
1794,staffordshire bullterrier
23400,afghan hound
8984,cardigan
4425,italian greyhound
3306,vizsla
20783,kerry blue terrier
6012,sealyham terrier
400,flat-coated retriever
22119,ibizan hound
22591,saint bernard
17867,irish setter
10614,pug
13065,chesapeake bay retriever
6647,beagle
19464,tibetan mastiff
17302,chow
2262,papillon
5605,toy terrier
17933,welsh springer spaniel
18005,welsh springer spaniel
12654,border terrier
8323,yorkshire terrier
4152,lhasa
13311,samoyed
18224,dandie dinmont
4254,lhasa
7264,leonberg
23422,afghan hound
20433,maltese dog
12969,eskimo dog
20731,kerry blue terrier
12696,border terrier
20510,maltese dog
9615,scottish deerhound
5545,toy terrier
19971,norfolk terrier
11890,cairn
14064,silky terrier
13083,chesapeake bay retriever
